Centre, 1000.0,100003.3299038521,46005.03292377458,3.128392760162577E-4,5.097780264632032E-4
0, 0.01,97077.14972082608,51043.79881248891,-5.076034597074477,-1.8900549821999069
1, 0.01,104150.441147233,51484.48791857717,-3.9288921478830896,2.7152253921229916
2, 0.01,107891.5493453693,41402.207408887916,1.6059981051760341,3.512616568530347
3, 0.01,98916.9747367366,34786.24852365314,3.3620296530025007,-0.17554101323207166
4, 0.01,89230.05032120888,38690.343686914566,1.7721265625481515,-2.5875685860167903
5, 0.01,85341.01160220086,47160.7945190273,-0.26255325582825806,-2.961473793142643
6, 0.01,86361.6550647452,55229.29473689821,-1.6089358801936064,-2.321627413574025
7, 0.01,89959.52740324027,61313.44118960672,-2.260298014418015,-1.4520245353114587
8, 0.01,94543.43596756835,65462.3643194291,-2.4704815900093258,-0.6736735365639772
9, 0.01,99309.93499371043,68139.45276618037,-2.446898737215818,-0.06327757474162096
10, 0.01,103915.72424918434,69789.54802440111,-2.3140807013932108,0.3902770045648137
11, 0.01,108241.7656552828,70746.24095845528,-2.1387080173983,0.7193575546923033
12, 0.01,112268.423502319,71240.33822384667,-1.954304355283214,0.9554040750091443
13, 0.01,116016.03130432815,71427.07740792184,-1.7767208923115583,1.123502505038187
14, 0.01,119518.08564427869,71410.1163554905,-1.612706963617363,1.2423248743896813
15, 0.01,122809.75183755704,71258.80109336246,-1.4644444057055406,1.3254003496209938
16, 0.01,125923.34798138864,71019.78401129722,-1.3319040595315204,1.382447586631068
17, 0.01,128886.92620585894,70724.65911318018,-1.2140586417745451,1.4204486761900852
18, 0.01,131724.16710376067,70394.95480999681,-1.10949996526448,1.444441956914394
19, 0.01,134454.77377245523,70045.41102534499,-1.0167469990824267,1.4580869895840651
20, 0.01,137094.99316694072,69686.14799490786,-0.934395561783279,1.46406192681288
21, 0.01,139658.07032639216,69324.11869336368,-0.8611933103862002,1.4643426476995147
22, 0.01,142154.40674188518,68964.10392842989,-0.7961037867742802,1.4604010948850068
23, 0.01,144590.41225836912,68609.47142578142,-0.7385132774276209,1.453357032552405
24, 0.01,146953.55211126152,68263.75564150931,-0.6903150934163974,1.4442537757479863
